Prompt,Ground-truth,PolyNC_prediction
Predict the atomization energy of the following SMILES: c1c(C(N*)=O)sc(C(*)=O)c1,-6.4,-6.35
Predict the atomization energy of the following SMILES: C(c1sc(C(=O)*)cc1)(N*)=O,-6.4,-6.22
Predict the atomization energy of the following SMILES: c1(C(N*)=O)ccc(C(=O)*)s1,-6.4,-6.21
Predict the atomization energy of the following SMILES: c1c(C(N*)=O)sc(C(=O)*)c1,-6.4,-6.35
Predict the atomization energy of the following SMILES: C(c1sc(C(N*)=O)cc1)(=O)*,-6.4,-6.22
Predict the atomization energy of the following SMILES: C(=O)(*)c1sc(C(N*)=O)cc1,-6.4,-6.22
Predict the atomization energy of the following SMILES: O=C(*)c1ccc(C(N*)=O)s1,-6.4,-6.21
Predict the atomization energy of the following SMILES: *NC(=O)c1ccc(C(*)=O)s1,-6.4,-6.22
Predict the atomization energy of the following SMILES: O=C(N*)c1ccc(C(=O)*)s1,-6.4,-6.21
Predict the atomization energy of the following SMILES: *C(c1sc(C(=O)N*)cc1)=O,-6.4,-6.22
Predict the atomization energy of the following SMILES: *NC(c1sc(C(*)=O)cc1)=O,-6.4,-6.22
Predict the atomization energy of the following SMILES: s1c(C(N*)=O)ccc1C(=O)*,-6.4,-6.21
Predict the atomization energy of the following SMILES: C(c1ccc(C(N*)=O)s1)(=O)*,-6.4,-6.35
Predict the atomization energy of the following SMILES: O=C(c1sc(C(=O)*)cc1)N*,-6.4,-6.22
Predict the atomization energy of the following SMILES: O=C(c1ccc(C(*)=O)s1)N*,-6.4,-6.21
Predict the atomization energy of the following SMILES: c1(C(=S)c2ccc(*)cc2)ccc(N*)s1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1c(*)ccc(C(=S)c2ccc(N*)s2)c1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1(N*)sc(C(c2ccc(*)cc2)=S)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1c(C(c2ccc(*)cc2)=S)sc(N*)c1,-6.15,-6.17
Predict the atomization energy of the following SMILES: *c1ccc(C(c2sc(N*)cc2)=S)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1c(N*)sc(C(c2ccc(*)cc2)=S)c1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1(C(=S)c2ccc(N*)s2)ccc(*)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: N(*)c1sc(C(=S)c2ccc(*)cc2)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: N(*)c1ccc(C(=S)c2ccc(*)cc2)s1,-6.15,-6.14
Predict the atomization energy of the following SMILES: S=C(c1sc(N*)cc1)c1ccc(*)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: S=C(c1ccc(*)cc1)c1sc(N*)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1(C(c2ccc(N*)s2)=S)ccc(*)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1c(N*)sc(C(c2ccc(*)cc2)=S)c1,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1(C(=S)c2ccc(N*)s2)ccc(*)cc1,-6.15,-6.17
Predict the atomization energy of the following SMILES: C(c1ccc(N*)s1)(c1ccc(*)cc1)=S,-6.15,-6.15
Predict the atomization energy of the following SMILES: c1cc(C*)ccc1Nc1ccc(*)s1,-6.04,-5.9
Predict the atomization energy of the following SMILES: C(c1ccc(Nc2ccc(*)s2)cc1)*,-6.04,-6.09
Predict the atomization energy of the following SMILES: c1cc(*)sc1Nc1ccc(C*)cc1,-6.04,-6.09
Predict the atomization energy of the following SMILES: c1cc(Nc2sc(*)cc2)ccc1C*,-6.04,-5.99
Predict the atomization energy of the following SMILES: c1cc(Nc2sc(*)cc2)ccc1C*,-6.04,-5.99
Predict the atomization energy of the following SMILES: c1cc(C*)ccc1Nc1sc(*)cc1,-6.04,-5.9
Predict the atomization energy of the following SMILES: N(c1ccc(C*)cc1)c1sc(*)cc1,-6.04,-6.08
Predict the atomization energy of the following SMILES: c1cc(C*)ccc1Nc1ccc(*)s1,-6.04,-5.9
Predict the atomization energy of the following SMILES: c1cc(*)sc1Nc1ccc(C*)cc1,-6.04,-6.09
Predict the atomization energy of the following SMILES: c1(Nc2ccc(*)s2)ccc(C*)cc1,-6.04,-5.99
Predict the atomization energy of the following SMILES: N(c1ccc(C*)cc1)c1ccc(*)s1,-6.04,-6.08
Predict the atomization energy of the following SMILES: *c1ccc(Nc2ccc(C*)cc2)s1,-6.04,-5.98
Predict the atomization energy of the following SMILES: c1cc(C*)ccc1Nc1sc(*)cc1,-6.04,-5.9
Predict the atomization energy of the following SMILES: c1(*)ccc(Nc2ccc(C*)cc2)s1,-6.04,-5.92
Predict the atomization energy of the following SMILES: c1cc(Nc2ccc(*)s2)ccc1C*,-6.04,-5.99
Predict the atomization energy of the following SMILES: *c1ccc(Oc2ccc(N*)cc2)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: *Nc1ccc(Oc2ccc(*)cc2)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: N(*)c1ccc(Oc2ccc(*)cc2)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1cc(*)ccc1Oc1ccc(N*)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1(*)ccc(Oc2ccc(N*)cc2)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1(*)ccc(Oc2ccc(N*)cc2)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1(Oc2ccc(N*)cc2)ccc(*)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1c(Oc2ccc(*)cc2)ccc(N*)c1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1cc(Oc2ccc(*)cc2)ccc1N*,-6.26,-6.21
Predict the atomization energy of the following SMILES: O(c1ccc(N*)cc1)c1ccc(*)cc1,-6.26,-6.21
Predict the atomization energy of the following SMILES: c1(N*)ccc(Oc2ccc(*)cc2)cc1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1c(*)ccc(Oc2ccc(N*)cc2)c1,-6.26,-6.14
Predict the atomization energy of the following SMILES: O(c1ccc(*)cc1)c1ccc(N*)cc1,-6.26,-6.24
Predict the atomization energy of the following SMILES: c1c(Oc2ccc(*)cc2)ccc(N*)c1,-6.26,-6.14
Predict the atomization energy of the following SMILES: c1c(Oc2ccc(*)cc2)ccc(N*)c1,-6.26,-6.14
Predict the atomization energy of the following SMILES: C(c1ccc(*)cc1)(C(C*)=O)=S,-6.15,-6.22
Predict the atomization energy of the following SMILES: c1(*)ccc(C(=S)C(C*)=O)cc1,-6.15,-6.21
Predict the atomization energy of the following SMILES: c1cc(C(C(=O)C*)=S)ccc1*,-6.15,-6.21
Predict the atomization energy of the following SMILES: O=C(C(=S)c1ccc(*)cc1)C*,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1cc(*)ccc1C(=S)C(=O)C*,-6.15,-6.21
Predict the atomization energy of the following SMILES: c1c(*)ccc(C(=S)C(=O)C*)c1,-6.15,-6.21
Predict the atomization energy of the following SMILES: *CC(=O)C(=S)c1ccc(*)cc1,-6.15,-6.22
Predict the atomization energy of the following SMILES: c1(C(C(C*)=O)=S)ccc(*)cc1,-6.15,-6.21
Predict the atomization energy of the following SMILES: S=C(c1ccc(*)cc1)C(=O)C*,-6.15,-6.21
Predict the atomization energy of the following SMILES: c1c(*)ccc(C(=S)C(C*)=O)c1,-6.15,-6.21
Predict the atomization energy of the following SMILES: c1cc(*)ccc1C(=S)C(=O)C*,-6.15,-6.21
Predict the atomization energy of the following SMILES: c1cc(*)ccc1C(=S)C(=O)C*,-6.15,-6.21
Predict the atomization energy of the following SMILES: *c1ccc(C(=S)C(=O)C*)cc1,-6.15,-6.21
Predict the atomization energy of the following SMILES: c1c(C(=S)C(C*)=O)ccc(*)c1,-6.15,-6.21
Predict the atomization energy of the following SMILES: O=C(C*)C(c1ccc(*)cc1)=S,-6.15,-6.17
Predict the atomization energy of the following SMILES: c1c(Oc2ccc(O*)s2)ccc(*)c1,-6.18,-6.03
Predict the atomization energy of the following SMILES: *c1ccc(Oc2ccc(O*)s2)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1(Oc2ccc(*)cc2)sc(O*)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1c(*)ccc(Oc2ccc(O*)s2)c1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1cc(*)ccc1Oc1sc(O*)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: O(*)c1sc(Oc2ccc(*)cc2)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1c(Oc2sc(O*)cc2)ccc(*)c1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1c(Oc2ccc(*)cc2)sc(O*)c1,-6.18,-6.08
Predict the atomization energy of the following SMILES: *c1ccc(Oc2sc(O*)cc2)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: *c1ccc(Oc2sc(O*)cc2)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1cc(O*)sc1Oc1ccc(*)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1cc(*)ccc1Oc1sc(O*)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1c(Oc2ccc(*)cc2)sc(O*)c1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1(O*)sc(Oc2ccc(*)cc2)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1(Oc2sc(O*)cc2)ccc(*)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: c1(OC*)ccc(O*)s1,-5.78,-5.84
Predict the atomization energy of the following SMILES: s1c(O*)ccc1OC*,-5.78,-5.84
Predict the atomization energy of the following SMILES: c1(O*)sc(OC*)cc1,-5.78,-5.85
Predict the atomization energy of the following SMILES: C(*)Oc1ccc(O*)s1,-5.78,-5.84
Predict the atomization energy of the following SMILES: c1c(O*)sc(OC*)c1,-5.78,-5.85
Predict the atomization energy of the following SMILES: c1cc(OC*)sc1O*,-5.78,-5.95
Predict the atomization energy of the following SMILES: c1(OC*)ccc(O*)s1,-5.78,-5.84
Predict the atomization energy of the following SMILES: O(C*)c1sc(O*)cc1,-5.78,-5.98
Predict the atomization energy of the following SMILES: s1c(OC*)ccc1O*,-5.78,-5.84
Predict the atomization energy of the following SMILES: c1(O*)sc(OC*)cc1,-5.78,-5.85
Predict the atomization energy of the following SMILES: c1(O*)ccc(OC*)s1,-5.78,-5.84
Predict the atomization energy of the following SMILES: c1c(OC*)sc(O*)c1,-5.78,-5.84
Predict the atomization energy of the following SMILES: c1cc(OC*)sc1O*,-5.78,-5.95
Predict the atomization energy of the following SMILES: s1c(O*)ccc1OC*,-5.78,-5.84
Predict the atomization energy of the following SMILES: c1(OC*)sc(O*)cc1,-5.78,-5.95
Predict the atomization energy of the following SMILES: N(*)C(C(O*)=S)=O,-5.88,-5.84
Predict the atomization energy of the following SMILES: O(C(C(N*)=O)=S)*,-5.88,-5.84
Predict the atomization energy of the following SMILES: O(C(C(N*)=O)=S)*,-5.88,-5.84
Predict the atomization energy of the following SMILES: C(C(=O)N*)(O*)=S,-5.88,-6.17
Predict the atomization energy of the following SMILES: *NC(=O)C(=S)O*,-5.88,-5.84
Predict the atomization energy of the following SMILES: *OC(=S)C(=O)N*,-5.88,-5.84
Predict the atomization energy of the following SMILES: O(C(C(=O)N*)=S)*,-5.88,-5.84
Predict the atomization energy of the following SMILES: N(*)C(C(=S)O*)=O,-5.88,-6.02
Predict the atomization energy of the following SMILES: C(N*)(C(=S)O*)=O,-5.88,-6.01
Predict the atomization energy of the following SMILES: S=C(C(=O)N*)O*,-5.88,-6.02
Predict the atomization energy of the following SMILES: S=C(C(N*)=O)O*,-5.88,-6.02
Predict the atomization energy of the following SMILES: O(*)C(=S)C(N*)=O,-5.88,-5.84
Predict the atomization energy of the following SMILES: *NC(C(=S)O*)=O,-5.88,-5.84
Predict the atomization energy of the following SMILES: N(C(=O)C(O*)=S)*,-5.88,-6.01
Predict the atomization energy of the following SMILES: *OC(=S)C(=O)N*,-5.88,-5.84
Predict the atomization energy of the following SMILES: *NC(c1ccc(-c2sc(*)cc2)cc1)=O,-6.31,-6.12
Predict the atomization energy of the following SMILES: c1(*)ccc(-c2ccc(C(N*)=O)cc2)s1,-6.31,-6.29
Predict the atomization energy of the following SMILES: c1(*)ccc(-c2ccc(C(=O)N*)cc2)s1,-6.31,-6.21
Predict the atomization energy of the following SMILES: c1(-c2ccc(C(=O)N*)cc2)sc(*)cc1,-6.31,-6.22
Predict the atomization energy of the following SMILES: c1(C(=O)N*)ccc(-c2sc(*)cc2)cc1,-6.31,-6.22
Predict the atomization energy of the following SMILES: c1c(-c2sc(*)cc2)ccc(C(=O)N*)c1,-6.31,-6.22
Predict the atomization energy of the following SMILES: N(*)C(c1ccc(-c2sc(*)cc2)cc1)=O,-6.31,-6.22
Predict the atomization energy of the following SMILES: c1c(*)sc(-c2ccc(C(=O)N*)cc2)c1,-6.31,-6.22
Predict the atomization energy of the following SMILES: c1(-c2ccc(*)s2)ccc(C(N*)=O)cc1,-6.31,-6.29
Predict the atomization energy of the following SMILES: c1(*)sc(-c2ccc(C(=O)N*)cc2)cc1,-6.31,-6.22
Predict the atomization energy of the following SMILES: c1c(*)sc(-c2ccc(C(N*)=O)cc2)c1,-6.31,-6.29
Predict the atomization energy of the following SMILES: N(*)C(c1ccc(-c2ccc(*)s2)cc1)=O,-6.31,-6.26
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(*)s2)ccc1C(=O)N*,-6.31,-6.22
Predict the atomization energy of the following SMILES: c1(-c2ccc(*)s2)ccc(C(N*)=O)cc1,-6.31,-6.29
Predict the atomization energy of the following SMILES: c1cc(C(N*)=O)ccc1-c1ccc(*)s1,-6.31,-6.29
Predict the atomization energy of the following SMILES: c1(NC(=S)*)ccc(C*)s1,-5.77,-5.92
Predict the atomization energy of the following SMILES: *C(Nc1ccc(C*)s1)=S,-5.77,-5.92
Predict the atomization energy of the following SMILES: c1c(NC(=S)*)sc(C*)c1,-5.77,-5.82
Predict the atomization energy of the following SMILES: c1c(C*)sc(NC(*)=S)c1,-5.77,-5.82
Predict the atomization energy of the following SMILES: c1(C*)sc(NC(=S)*)cc1,-5.77,-5.92
Predict the atomization energy of the following SMILES: *Cc1sc(NC(*)=S)cc1,-5.77,-5.92
Predict the atomization energy of the following SMILES: c1(C*)sc(NC(=S)*)cc1,-5.77,-5.92
Predict the atomization energy of the following SMILES: *C(=S)Nc1sc(C*)cc1,-5.77,-5.89
Predict the atomization energy of the following SMILES: C(c1sc(NC(=S)*)cc1)*,-5.77,-5.92
Predict the atomization energy of the following SMILES: C(Nc1ccc(C*)s1)(*)=S,-5.77,-5.92
Predict the atomization energy of the following SMILES: c1(NC(=S)*)sc(C*)cc1,-5.77,-5.92
Predict the atomization energy of the following SMILES: S=C(Nc1sc(C*)cc1)*,-5.77,-5.92
Predict the atomization energy of the following SMILES: c1(C*)ccc(NC(=S)*)s1,-5.77,-5.92
Predict the atomization energy of the following SMILES: C(*)c1ccc(NC(=S)*)s1,-5.77,-5.92
Predict the atomization energy of the following SMILES: C(Nc1ccc(C*)s1)(=S)*,-5.77,-5.89
Predict the atomization energy of the following SMILES: C(CCCC(O*)=O)CCC(=O)OCC*,-5.5,-5.49
Predict the atomization energy of the following SMILES: O=C(OCC*)CCCCCCC(=O)O*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(CCCCCC(=O)O*)C(=O)OCC*,-5.5,-5.59
Predict the atomization energy of the following SMILES: *CCOC(=O)CCCCCCC(=O)O*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(CCCCCCC(O*)=O)(=O)OCC*,-5.5,-5.59
Predict the atomization energy of the following SMILES: C(OCC*)(=O)CCCCCCC(=O)O*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(CCCCC(=O)O*)CC(=O)OCC*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(C(O*)=O)CCCCCC(=O)OCC*,-5.5,-5.59
Predict the atomization energy of the following SMILES: C(CC(O*)=O)CCCCC(OCC*)=O,-5.5,-5.49
Predict the atomization energy of the following SMILES: O=C(CCCCCCC(OCC*)=O)O*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(CCCCC(=O)O*)CC(=O)OCC*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(=O)(CCCCCCC(O*)=O)OCC*,-5.5,-5.49
Predict the atomization energy of the following SMILES: C(COC(=O)CCCCCCC(O*)=O)*,-5.5,-5.49
Predict the atomization energy of the following SMILES: O=C(O*)CCCCCCC(=O)OCC*,-5.5,-5.59
Predict the atomization energy of the following SMILES: C(OC(CCCCCCC(=O)O*)=O)C*,-5.5,-5.49
Predict the atomization energy of the following SMILES: c1cc(O*)ccc1CC*,-5.89,-5.85
Predict the atomization energy of the following SMILES: C(Cc1ccc(O*)cc1)*,-5.89,-6.03
Predict the atomization energy of the following SMILES: C(Cc1ccc(O*)cc1)*,-5.89,-6.03
Predict the atomization energy of the following SMILES: *CCc1ccc(O*)cc1,-5.89,-5.89
Predict the atomization energy of the following SMILES: *Oc1ccc(CC*)cc1,-5.89,-5.9
Predict the atomization energy of the following SMILES: c1c(O*)ccc(CC*)c1,-5.89,-5.85
Predict the atomization energy of the following SMILES: C(C*)c1ccc(O*)cc1,-5.89,-5.87
Predict the atomization energy of the following SMILES: C(C*)c1ccc(O*)cc1,-5.89,-5.87
Predict the atomization energy of the following SMILES: *CCc1ccc(O*)cc1,-5.89,-5.89
Predict the atomization energy of the following SMILES: O(*)c1ccc(CC*)cc1,-5.89,-5.98
Predict the atomization energy of the following SMILES: *Oc1ccc(CC*)cc1,-5.89,-5.9
Predict the atomization energy of the following SMILES: *CCc1ccc(O*)cc1,-5.89,-5.89
Predict the atomization energy of the following SMILES: C(c1ccc(O*)cc1)C*,-5.89,-6.05
Predict the atomization energy of the following SMILES: c1c(CC*)ccc(O*)c1,-5.89,-5.87
Predict the atomization energy of the following SMILES: c1(CC*)ccc(O*)cc1,-5.89,-5.9
Predict the atomization energy of the following SMILES: c1c(C(=S)*)sc(OC(*)=O)c1,-6.21,-6.05
Predict the atomization energy of the following SMILES: S=C(*)c1ccc(OC(*)=O)s1,-6.21,-6.05
Predict the atomization energy of the following SMILES: c1(C(*)=S)ccc(OC(*)=O)s1,-6.21,-6.22
Predict the atomization energy of the following SMILES: *C(=S)c1ccc(OC(*)=O)s1,-6.21,-6.22
Predict the atomization energy of the following SMILES: O(C(*)=O)c1ccc(C(=S)*)s1,-6.21,-6.21
Predict the atomization energy of the following SMILES: s1c(OC(=O)*)ccc1C(*)=S,-6.21,-6.35
Predict the atomization energy of the following SMILES: c1c(C(*)=S)sc(OC(=O)*)c1,-6.21,-6.05
Predict the atomization energy of the following SMILES: c1cc(C(*)=S)sc1OC(*)=O,-6.21,-6.05
Predict the atomization energy of the following SMILES: C(=S)(c1sc(OC(=O)*)cc1)*,-6.21,-6.05
Predict the atomization energy of the following SMILES: C(=S)(*)c1sc(OC(=O)*)cc1,-6.21,-6.05
Predict the atomization energy of the following SMILES: c1(OC(*)=O)sc(C(=S)*)cc1,-6.21,-6.05
Predict the atomization energy of the following SMILES: c1c(C(=S)*)sc(OC(=O)*)c1,-6.21,-6.05
Predict the atomization energy of the following SMILES: *C(c1ccc(OC(=O)*)s1)=S,-6.21,-6.05
Predict the atomization energy of the following SMILES: C(=S)(*)c1ccc(OC(=O)*)s1,-6.21,-6.22
Predict the atomization energy of the following SMILES: c1c(C(=S)*)sc(OC(=O)*)c1,-6.21,-6.05
Predict the atomization energy of the following SMILES: C(C*)(*)C,-5.14,-5.21
Predict the atomization energy of the following SMILES: *C(C*)C,-5.14,-5.21
Predict the atomization energy of the following SMILES: C(C(*)C)*,-5.14,-5.21
Predict the atomization energy of the following SMILES: C(*)(C)C*,-5.14,-5.21
Predict the atomization energy of the following SMILES: *C(C)C*,-5.14,-5.21
Predict the atomization energy of the following SMILES: C(*)(C*)C,-5.14,-5.21
Predict the atomization energy of the following SMILES: *CC(C)*,-5.14,-5.21
Predict the atomization energy of the following SMILES: *CC(C)*,-5.14,-5.21
Predict the atomization energy of the following SMILES: *C(C)C*,-5.14,-5.21
Predict the atomization energy of the following SMILES: C(C*)(C)*,-5.14,-5.21
Predict the atomization energy of the following SMILES: CC(C*)*,-5.14,-5.21
Predict the atomization energy of the following SMILES: C(C)(*)C*,-5.14,-5.22
Predict the atomization energy of the following SMILES: CC(C*)*,-5.14,-5.21
Predict the atomization energy of the following SMILES: CC(*)C*,-5.14,-5.21
Predict the atomization energy of the following SMILES: *C(C)C*,-5.14,-5.21
Predict the atomization energy of the following SMILES: N(C*)C(=S)C(*)=O,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(C(*)=O)(NC*)=S,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(C(NC*)=S)(=O)*,-5.79,-5.84
Predict the atomization energy of the following SMILES: *C(C(=S)NC*)=O,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(C(*)=O)(NC*)=S,-5.79,-5.84
Predict the atomization energy of the following SMILES: O=C(C(=S)NC*)*,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(*)(=O)C(=S)NC*,-5.79,-5.84
Predict the atomization energy of the following SMILES: *C(C(=S)NC*)=O,-5.79,-5.84
Predict the atomization energy of the following SMILES: *C(C(NC*)=S)=O,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(NC(=S)C(=O)*)*,-5.79,-5.84
Predict the atomization energy of the following SMILES: S=C(NC*)C(*)=O,-5.79,-5.84
Predict the atomization energy of the following SMILES: N(C*)C(=S)C(=O)*,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(C(=S)NC*)(=O)*,-5.79,-5.84
Predict the atomization energy of the following SMILES: C(*)(=O)C(NC*)=S,-5.79,-5.84
Predict the atomization energy of the following SMILES: S=C(C(*)=O)NC*,-5.79,-5.84
Predict the atomization energy of the following SMILES: c1cc(C(c2sc(*)cc2)=S)sc1C(*)=O,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1cc(*)sc1C(=S)c1sc(C(=O)*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(=S)c2sc(*)cc2)sc(C(=O)*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1cc(C(=O)*)sc1C(=S)c1sc(*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: s1c(C(c2ccc(C(=O)*)s2)=S)ccc1*,-6.19,-6.22
Predict the atomization energy of the following SMILES: s1c(*)ccc1C(c1ccc(C(*)=O)s1)=S,-6.19,-6.22
Predict the atomization energy of the following SMILES: O=C(*)c1ccc(C(=S)c2ccc(*)s2)s1,-6.19,-6.12
Predict the atomization energy of the following SMILES: C(=S)(c1ccc(*)s1)c1ccc(C(*)=O)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(*)=O)ccc(C(c2sc(*)cc2)=S)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(c2sc(C(=O)*)cc2)=S)ccc(*)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: C(c1ccc(C(=S)c2ccc(*)s2)s1)(*)=O,-6.19,-6.21
Predict the atomization energy of the following SMILES: c1(*)sc(C(c2ccc(C(=O)*)s2)=S)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: S=C(c1ccc(*)s1)c1sc(C(=O)*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(c2sc(*)cc2)=S)sc(C(=O)*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(*)ccc(C(=S)c2ccc(C(=O)*)s2)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: *CNc1ccc(C(=O)*)cc1,-6.14,-6.22
Predict the atomization energy of the following SMILES: O=C(*)c1ccc(NC*)cc1,-6.14,-6.05
Predict the atomization energy of the following SMILES: c1cc(NC*)ccc1C(*)=O,-6.14,-6.05
Predict the atomization energy of the following SMILES: c1cc(C(=O)*)ccc1NC*,-6.14,-6.21
Predict the atomization energy of the following SMILES: N(c1ccc(C(*)=O)cc1)C*,-6.14,-6.22
Predict the atomization energy of the following SMILES: C(=O)(*)c1ccc(NC*)cc1,-6.14,-6.05
Predict the atomization energy of the following SMILES: O=C(*)c1ccc(NC*)cc1,-6.14,-6.05
Predict the atomization energy of the following SMILES: *CNc1ccc(C(*)=O)cc1,-6.14,-6.22
Predict the atomization energy of the following SMILES: C(*)(c1ccc(NC*)cc1)=O,-6.14,-6.05
Predict the atomization energy of the following SMILES: c1cc(C(*)=O)ccc1NC*,-6.14,-6.21
Predict the atomization energy of the following SMILES: c1c(NC*)ccc(C(*)=O)c1,-6.14,-6.05
Predict the atomization energy of the following SMILES: c1cc(C(*)=O)ccc1NC*,-6.14,-6.21
Predict the atomization energy of the following SMILES: C(*)(c1ccc(NC*)cc1)=O,-6.14,-6.05
Predict the atomization energy of the following SMILES: N(C*)c1ccc(C(*)=O)cc1,-6.14,-6.22
Predict the atomization energy of the following SMILES: O=C(*)c1ccc(NC*)cc1,-6.14,-6.05
Predict the atomization energy of the following SMILES: c1c(OC(O*)=S)ccc(*)c1,-6.18,-6.05
Predict the atomization energy of the following SMILES: O(*)C(Oc1ccc(*)cc1)=S,-6.18,-6.08
Predict the atomization energy of the following SMILES: S=C(O*)Oc1ccc(*)cc1,-6.18,-6.14
Predict the atomization energy of the following SMILES: c1cc(*)ccc1OC(=S)O*,-6.18,-6.14
Predict the atomization energy of the following SMILES: c1c(OC(O*)=S)ccc(*)c1,-6.18,-6.05
Predict the atomization energy of the following SMILES: *c1ccc(OC(O*)=S)cc1,-6.18,-6.05
Predict the atomization energy of the following SMILES: c1cc(OC(O*)=S)ccc1*,-6.18,-6.05
Predict the atomization energy of the following SMILES: c1c(*)ccc(OC(O*)=S)c1,-6.18,-6.05
Predict the atomization energy of the following SMILES: O(C(Oc1ccc(*)cc1)=S)*,-6.18,-6.08
Predict the atomization energy of the following SMILES: O(C(Oc1ccc(*)cc1)=S)*,-6.18,-6.08
Predict the atomization energy of the following SMILES: O(*)C(=S)Oc1ccc(*)cc1,-6.18,-6.08
Predict the atomization energy of the following SMILES: *c1ccc(OC(=S)O*)cc1,-6.18,-6.05
Predict the atomization energy of the following SMILES: c1cc(OC(=S)O*)ccc1*,-6.18,-6.05
Predict the atomization energy of the following SMILES: c1c(*)ccc(OC(=S)O*)c1,-6.18,-6.05
Predict the atomization energy of the following SMILES: C(=S)(Oc1ccc(*)cc1)O*,-6.18,-6.08
Predict the atomization energy of the following SMILES: *C(=S)C(=O)CC*,-5.61,-5.8
Predict the atomization energy of the following SMILES: C(C(=S)*)(=O)CC*,-5.61,-5.8
Predict the atomization energy of the following SMILES: *CCC(=O)C(=S)*,-5.61,-5.84
Predict the atomization energy of the following SMILES: *CCC(C(=S)*)=O,-5.61,-5.84
Predict the atomization energy of the following SMILES: C(C(*)=S)(CC*)=O,-5.61,-5.84
Predict the atomization energy of the following SMILES: C(*)(C(CC*)=O)=S,-5.61,-5.84
Predict the atomization energy of the following SMILES: O=C(CC*)C(*)=S,-5.61,-5.48
Predict the atomization energy of the following SMILES: O=C(CC*)C(*)=S,-5.61,-5.48
Predict the atomization energy of the following SMILES: C(*)(C(=O)CC*)=S,-5.61,-5.84
Predict the atomization energy of the following SMILES: *C(=S)C(CC*)=O,-5.61,-5.8
Predict the atomization energy of the following SMILES: C(C(*)=S)(CC*)=O,-5.61,-5.84
Predict the atomization energy of the following SMILES: S=C(*)C(=O)CC*,-5.61,-5.84
Predict the atomization energy of the following SMILES: C(CC*)(C(=S)*)=O,-5.61,-5.84
